Erythroedema,लाल शोफ,लाल सूज,रक्त-शोफः
Erythrogenesis,लाल कोशिका निर्माण,लाल पेशी निर्माण,रक्त-कोशिका-निर्माणम्
Erythromelalgia,लाल अंग पीड़ा,लाल अंग वेदना,रक्त-अङ्ग-वेदना
Erythromycin,एरिथ्रोमाइसिन प्रतिजैविक,एरिथ्रोमायसिन प्रतिजैविक,एरिथ्रोमाइसिन-प्रतिजैविकम्
Erythropenia,लाल कोशिका अल्पता,लाल पेशी अल्पता,रक्त-कोशिका-न्यूनता
Erythropoiesis,लाल कोशिका उत्पत्ति,लाल पेशी निर्मिती,रक्त-कोशिका-उत्पत्तिः
Erythropoietin,एरिथ्रोपोइटिन हार्मोन,एरिथ्रोपोईटिन संप्रेरक,रक्त-कोशिका-उत्पादक-हार्मोनम्
Erythropsis,लाल दृष्टि,लाल दृष्टी,रक्त-दृष्टिः
Esbach's Albuminometer,एस्बैक प्रोटीन मापी,एस्बॅक प्रोटीन मापक,एस्बैक-प्रोटीन-मापकम्
Eschar,मृत पपड़ी,मृत कवच,मृत-खण्डम्
Escherichia Coli,ई.कोलाई जीवाणु,ई.कोलाय जीवाणू,ई.कोलाय-जीवाणुः
Escort Nurse,सहचारिणी परिचारिका,सोबत परिचारिका,सहचारिणी-परिचारिका
Esotropia,अंतर्वर्ती दृष्टि दोष,आतर्वर्ती दृष्टीदोष,अन्तर्वर्ती-दृष्टि-दोषः
Essential,आवश्यक/अज्ञात कारण,आवश्यक,आवश्यकः
Essential Amino Acid,अत्यावश्यक अमीनो अम्ल,अत्यावश्यक अमीनो आम्ल,आवश्यक-अमीनो-अम्लम्
Essential Element,अत्यावश्यक तत्व,अत्यावश्यक घटक,आवश्यक-तत्त्वम्
Essential Fatty Acid,अत्यावश्यक वसा अम्ल,अत्यावश्यक चरबी आम्ल,आवश्यक-वसा-अम्लम्
Essential Hypertension,अज्ञात कारण उच्च रक्तचाप,अज्ञात कारण उच्च रक्तदाब,अज्ञात-कारण-उच्च-रक्तचापः
Essential Oil,सुगंधित तेल,सुगंधी तेल,सुगन्धित-तैलम्
Essential Tremor,अज्ञात कारण कंपन,अज्ञात कारण थरकाप,अज्ञात-कारण-कम्पनम्
Essential Uterine Haemorrhage,अज्ञात कारण गर्भाशय रक्तस्राव,अज्ञात कारण गर्भाशय रक्तस्त्राव,अज्ञात-कारण-गर्भाशय-रक्तस्रावः
Oestrogen,एस्ट्रोजन/रजोधर्म हार्मोन,इस्ट्रोजन/रजोधर्म संप्रेरक,स्त्री-हार्मोनम्
Ethambutol,एथमब्यूटॉल औषधि,एथमब्यूटॉल औषध,एथमब्यूटॉल-औषधम्
Ethanol,एथेनॉल/मद्य,इथेनॉल/दारू,मद्यम्
Ether,ईथर संज्ञाहारक,इथर भुलवणी,ईथर-संज्ञाहरणम्
Ethene,एथीन गैस,इथीन वायू,एथीन-वायुः
Ethics,नीतिशास्त्र,नीतिशास्त्र,नीतिशास्त्रम्
Ethical Committee,नैतिक समिति,नैतिक समिती,नैतिक-समितिः
Ethinylestradiol,एथिनिलएस्ट्राडिऑल,एथिनिलएस्ट्राडिऑल,एथिनिल-एस्ट्राडिऑल
Ethmoid,जालिकास्थि,जाळीदार हाड,जालिका-अस्थि
Ethmoid Bone,जालिकास्थि,जाळीदार हाड,जालिका-अस्थि
Ethmoid Sinuses,जालिकास्थि विवर,जाळीदार हाड विवर,जालिका-अस्थि-विवरम्
Ethmoidectomy,जालिकास्थि उच्छेदन,जाळीदार हाड छेदन,जालिका-अस्थि-छेदनम्
Ethmoiditis,जालिकास्थि शोथ,जाळीदार हाड दाह,जालिका-अस्थि-शोथः
Ethnic,जातीय/सांस्कृतिक,जातीय/सांस्कृतिक,जातीयः
Ethyl Alcohol,एथिल अल्कोहल,इथाइल अल्कोहोल,एथिल-मद्यम्
Ethylene,एथिलीन गैस,इथिलीन वायू,एथिलीन-वायुः
Ethylestrenol,एथिलएस्ट्रेनॉल,एथिलएस्ट्रेनॉल,एथिल-एस्ट्रेनॉल
